filename,text,age,gender,accent
sample-102440.png,vibrations of peace throughout the tent,twenties,female,us
sample-100689.png,venus is far too hot for exploration,twenties,female,england
sample-108026.png,and he looked out over the desert that had brought him to the woman he loved,twenties,male,us
sample-040584.png,all i saw was an army said the boy,twenties,male,england
sample-066200.png,the boy knew and was now working toward it,twenties,male,indian
sample-162505.png,think i'd better be going,twenties,male,us
sample-151987.png,my wife pointed out to me the brightness of the red green and yellow signal lights,twenties,male,us
sample-193800.png,are you going to live with your mother,twenties,male,us
sample-177657.png,don't you know me,twenties,male,us
sample-133040.png,my review of the sun one star,twenties,female,us
sample-192908.png,i'm supposed to know my way around,twenties,male,us
sample-110251.png,three days from now he would be with the merchant's daughter,twenties,female,england
sample-036024.png,the police finally manage to get him out of the park,twenties,male,us
sample-102713.png,he knew nothing about the customs of the strange land he was in,twenties,male,canada
sample-175951.png,the boy was embarrassed and confessed that he had observed nothing,twenties,male,indian
sample-036441.png,he remembered what the old man had said about offering something you didn't even have yet,twenties,male,us
sample-000705.png,they looked for the fallen mass but found nothing,twenties,male,newzealand
sample-044589.png,at the first glance it was really not very exciting,twenties,other,england
sample-121883.png,i want you to help me turn myself into the wind the boy answered,twenties,other,us
sample-049337.png,the thief wasn't there and the owner brought him a cup of tea,twenties,male,us
sample-117410.png,he didn't need to demonstrate his science and art to anyone,twenties,male,us
sample-031132.png,the top of the cylinder was rotating on its body,twenties,male,australia
sample-047577.png,the sun thought for a minute,twenties,male,australia
sample-037276.png,they had gone away to breakfast at henderson's house,twenties,male,us
sample-087562.png,neighbors moved away and there remained only a few small shops on the hill,twenties,male,us
sample-152127.png,you know where i live,twenties,male,us
sample-085875.png,it's just like any other day as far as i'm concerned,twenties,male,england
sample-145218.png,and she already has her treasure it's you,twenties,female,indian
sample-118438.png,he needs three days answered the alchemist,twenties,male,us
sample-060708.png,there's something funny going on around here,twenties,male,us
sample-043601.png,i'm just a man who wanders the desert and knows the stars said the alchemist,twenties,male,us
sample-155369.png,enough said the boy,twenties,male,england
sample-131670.png,the beer was more than just refreshing it was delicious,twenties,female,england
sample-129231.png,because my eyes are not yet accustomed to the desert the boy said,twenties,male,indian
sample-147789.png,everyone when they are young knows what their destiny is,twenties,female,us
sample-060764.png,that night there was another jetting out of gas from the distant planet,twenties,male,england
sample-124063.png,some place to live,twenties,male,us
sample-186659.png,we'll have to satisfy them,twenties,female,england
sample-138489.png,and one or two persons were returning,twenties,male,england
sample-159157.png,he learned swimming in school,twenties,male,us
sample-123021.png,they made the boy continue digging but he found nothing,twenties,male,indian
sample-014769.png,i know you're unhappy,twenties,male,wales
sample-117860.png,the camel driver was not a fighter and he had consulted with seers,twenties,female,england
sample-095583.png,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing,twenties,male,us
sample-164573.png,our group played guitars while the others randomly hit resonant objects,twenties,male,us
sample-142863.png,four hundred and fifty dollars,twenties,male,us
sample-110060.png,our galaxy the milky way apparently contains dark matter,twenties,male,england
sample-177200.png,now i too will be one of the women who wait,twenties,male,us
sample-102633.png,they're calling to us not to give up and to keep on fighting,twenties,male,us
sample-065482.png,but the englishman appeared not to attach any importance to it,twenties,male,us
sample-142564.png,and one or two persons were returning,twenties,other,us
sample-111639.png,mayonnaise is made from eggs oil vinegar and mustard,twenties,male,us
sample-104688.png,the horse galloped uncontrollably,twenties,male,us
sample-089839.png,i need you to be spontaneous he asked me out to din din,twenties,male,england
sample-135372.png,i'm going into the desert the man answered turning back to his reading,twenties,male,us
sample-112441.png,some went away while i was there and other people came,twenties,male,us
sample-135619.png,now i too will be one of the women who wait,twenties,male,us
sample-039853.png,i need you to be spontaneous he asked me out to din din,twenties,male,us
sample-195173.png,a line of flame high can be seen in the atmosphere,twenties,male,us
sample-134887.png,everybody knows you're a sweetheart,twenties,male,indian
sample-043993.png,but i was also stumbling because i couldnt look away from these things,twenties,male,us
sample-046151.png,i'll always let you down,twenties,male,us
sample-126027.png,they reached the center of a large plaza where the market was held,twenties,male,canada
sample-044950.png,two days later the merchant spoke to the boy about the display,twenties,male,us
sample-046463.png,he needs three days answered the alchemist,twenties,male,indian
sample-092433.png,but that was simply because my eye was tired,twenties,male,us
sample-163695.png,witnesses report two armed suspects and four hostages,twenties,male,scotland
sample-162110.png,we are the corp of engineers,twenties,male,us
sample-124877.png,i'm on the job,twenties,male,england
sample-098378.png,my agreement with you gentlemen stands,twenties,male,us
sample-159488.png,you gave them everything i had the boy said,twenties,male,us
sample-059897.png,she says it's nothing to worry about,twenties,male,us
sample-055532.png,i'm trying to prove it,twenties,male,us
sample-082023.png,mecca is a lot farther away than the pyramids,twenties,male,us
sample-008024.png,the woman was silent for some time,twenties,male,indian
sample-045383.png,are you gonna throw a rock,twenties,male,canada
sample-156545.png,i'll send you a box,twenties,female,england
sample-023837.png,and a glass of milk,twenties,male,us
sample-135940.png,and here's fifty dollars on account,twenties,male,us
sample-084119.png,i remember how i sat on the table there in the blackness with patches of green and crimson swimming before my eyes,twenties,male,england
sample-035655.png,to nourish the falcon,twenties,male,england
sample-049226.png,the families will be here soon,twenties,female,us
sample-044294.png,he paid for the wool and asked the shepherd to come back the following year,twenties,male,us
sample-124947.png,first they tried to find him on their own,twenties,male,us
sample-024515.png,looking through the telescope i saw a circle of deep blue and the little round planet,twenties,male,australia
sample-193517.png,just hurry up and get here,twenties,female,philippines
sample-032655.png,the old man gave a signal and everyone stood,twenties,male,us
sample-062043.png,i am following my destiny,twenties,male,us
sample-132413.png,remember the night we broke the windows in this old house,twenties,male,us
sample-025021.png,i'm trying to explain to my mother how to get pictures off her phone,twenties,male,us
sample-143958.png,disregard my last statement,twenties,male,scotland
sample-128351.png,ogilvy watched till one and then gave up,twenties,male,us
sample-100089.png,but maybe people who felt that way had never learned the universal language,twenties,male,australia
sample-128980.png,i haven't any watch,twenties,female,us
sample-184701.png,we're not allowed to tell,twenties,male,canada
sample-053572.png,there's nothing more we can do tonight,twenties,male,us
sample-057480.png,who did you talk to,twenties,male,us
sample-118372.png,most algorithms are not very sensitive to the type of normalization used,twenties,male,england
sample-148634.png,replace the ts in tim tebow's name with any other consonant to get a star wars character,twenties,male,indian
sample-028731.png,i heard a peculiar humming sound from the pit,twenties,female,us
sample-118909.png,but then he stopped,twenties,male,england
sample-050953.png,coming home a party of tourists passed us singing and playing music,twenties,male,us
sample-050510.png,i can clean up those glasses in the window if you want said the boy,twenties,male,australia
sample-051778.png,as soon as he saw me among the crowd he called to me to come down,twenties,male,indian
sample-189907.png,what had been next to him five minutes ago was now at the other side,twenties,male,us
sample-040964.png,judge tully is in,twenties,male,us
sample-143631.png,where your treasure is there also will be your heart the alchemist had told him,twenties,male,australia
sample-156737.png,did you speak to mr norton,twenties,female,us
sample-027433.png,she has chipped a fingernail,twenties,male,us
sample-113516.png,the vision vanished immediately but it had shaken him,twenties,male,indian
sample-074636.png,i did not see her but i heard,twenties,male,us
sample-009168.png,but the alchemist continued to look to the horizon,twenties,male,indian
sample-072843.png,who's got the room next to hers,twenties,male,us
sample-014393.png,just as your grandfather taught you,twenties,male,us
sample-067615.png,then the thing came upon him in a flash,twenties,male,australia
sample-011328.png,and the odor of the animals became a bit more tolerable,twenties,male,indian
sample-094039.png,is there school today,twenties,female,england
sample-018728.png,you came so that you could learn about your dreams said the old woman,twenties,male,indian
sample-004461.png,he must be disguised to avoid encounters with thieves,twenties,male,us
sample-181370.png,because you will never again be able to keep it quiet,twenties,male,indian
sample-074243.png,you should see the other guy specifically how good at fighting he is,twenties,female,england
sample-036491.png,it's lavender and old lace,twenties,male,us
sample-102357.png,the top had certainly ceased to rotate,twenties,male,indian
sample-128023.png,like crickets and like expectations like lizards and fourleaf clovers,twenties,male,philippines
sample-151320.png,this morning i found a calculator taped to my wii,twenties,female,canada
sample-069882.png,he was already re accustomed to desert's silence,twenties,male,england
sample-194298.png,a young arab also loaded down with baggage entered and greeted the englishman,twenties,male,ireland
sample-053381.png,the whole office was struck by a deafening silence,twenties,male,us
sample-072016.png,in general people have difficulties estimating risks correctly,twenties,male,scotland
sample-065383.png,a large piece suddenly came off and fell with a loud and sharp noise,twenties,male,newzealand
sample-044656.png,he didn't want any conversation at this point,twenties,male,england
sample-053168.png,air was either entering or escaping at the rim with a thin sizzling sound,twenties,other,us
sample-077703.png,the horse galloped uncontrollably,twenties,male,us
sample-002254.png,the incantation was written in italics,twenties,male,us
sample-182414.png,and i'm going to build things,twenties,female,us
sample-188592.png,steven touched himself on the back of his neck,twenties,male,england
sample-193106.png,the boy awoke before dawn,twenties,male,us
sample-107957.png,will you do that for me,twenties,male,us
sample-172630.png,sometimes i appear in the form of a solution or a good idea,twenties,male,indian
sample-067811.png,the englishman asked if they were in danger,twenties,male,us
sample-066454.png,even when all you want to do is travel,twenties,male,indian
sample-152824.png,i found a little crowd of about twenty people surrounding the huge hole,twenties,male,england
sample-039807.png,get the riot gear,twenties,male,us
sample-023523.png,and i'm sorry to say that the congestion is increasing,twenties,female,england
sample-078626.png,it seemed he had made the long journey for nothing,twenties,male,england
sample-010328.png,besides that there was a heap of bicycles,twenties,male,us
sample-185121.png,i won't ever tell a soul,twenties,male,us
sample-062528.png,this is what i wished for,twenties,male,scotland
sample-040289.png,casper predicted the outcome,twenties,male,us
sample-097919.png,the fort was a secure structure,twenties,female,indian
sample-073263.png,what do you know about it,twenties,male,us
sample-069751.png,epilepsy is a condition which sends the sufferer into uncontrollable convulsions,twenties,male,indian
sample-170097.png,that's the best part of it,twenties,male,indian
sample-026980.png,you did a swell job,twenties,male,us
sample-166606.png,to stuff into their own pockets,twenties,male,us
sample-176396.png,then came the night of the first falling star,twenties,female,england
sample-110709.png,but men began to reject simple things and to write tracts interpretations and philosophical studies,twenties,male,indian
sample-052444.png,the old man returned the book to the boy,twenties,male,canada
sample-043960.png,but he kept quiet because he had heard what the alchemist said to the monk,twenties,male,indian
sample-064491.png,most meteorites are more or less rounded,twenties,female,us
sample-074102.png,i could do that but that doesnt mean i will do that,twenties,male,us
sample-171963.png,the corruption ran deep,twenties,male,indian
sample-086123.png,most meteorites are more or less rounded,twenties,male,singapore
sample-084078.png,peertopeer networks are more robust than clientserver architectures,twenties,female,indian
sample-080351.png,what's the matter with everybody,twenties,male,scotland
sample-085388.png,the lawyer successfully defended his client,twenties,male,african
sample-107840.png,you are almost at the end of your journey said the alchemist,twenties,male,england
sample-008820.png,my wacom tablet has a dodgy wire,twenties,male,us
sample-087740.png,the newspaper articles had prepared everyone for the reception of the idea,twenties,male,indian
sample-007050.png,as he looked at the stones he felt relieved for some reason,twenties,male,us
sample-096798.png,the insurance was sky high,twenties,male,us
sample-006058.png,saul was infuriating the others,twenties,male,us
sample-171652.png,so what should i do now the boy asked,twenties,male,us
sample-108788.png,i just saw the sheriff,twenties,female,us
sample-094612.png,i'll find out everything,twenties,male,african
sample-051321.png,as i watched the planet seemed to grow larger and smaller,twenties,male,us
sample-124285.png,what had been next to him five minutes ago was now at the other side,twenties,male,us
sample-067357.png,flowers or another magazine subscription,twenties,male,us
sample-011425.png,it's called the principle of favorability,twenties,male,indian
sample-061913.png,he needs three days answered the alchemist,twenties,male,us
sample-054803.png,an huge hole had been made by the impact of the projectile,twenties,female,england
sample-033049.png,the boy took them to the cliff where he had been on the previous day,twenties,female,us
sample-105095.png,the boy trusted his new friend,twenties,male,us
sample-112929.png,then she took both of his hands in hers and began quietly to pray,twenties,male,indian
sample-125602.png,lioness rushes to defense of cub,twenties,male,us
sample-069180.png,no he heard a voice on the wind say,twenties,male,us
sample-024156.png,but you are in the desert,twenties,female,canada
sample-022617.png,who told you that asked the boy startled,twenties,male,us
sample-103079.png,we know that and we are used to it,twenties,male,us
sample-027413.png,i only interpret dreams,twenties,male,england
sample-180017.png,what he said reminded the boy of the old king,twenties,male,indian
sample-099630.png,i would have won the junior olympics if not for those medaling kids,twenties,female,us
sample-134746.png,the boy looked around him at the date palms,twenties,male,australia
